pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
678368,Valente Bellozo,ST,50,0.17421602787456447,0.3096774193548387,0.015151515151515152,78.00200000000001,80.0,2.484,-14.158,6.202735946304375,1.0701692130102842,5.903831530044186,105.32727624965115
650869,Rodolfo Martinez,FF,203,0.5988200589970502,0.5815217391304348,0.6193548387096774,97.70985221674876,100.9,14.499999999999993,7.272906403940891,6.154959356463905,1.133654948432096,5.680970150037789,94.20880352033835
660761,José Suarez,CU,48,0.06926406926406926,0.056338028169014086,0.10204081632653061,76.68125,81.5,-2.577083333333333,-14.908333333333331,5.69149396893931,2.229039984771667,5.835442538891962,99.36071548893061
679631,Terrin Vavra,SL,5,0.7142857142857143,0.5,0.8,39.92,43.1,19.94,3.5200000000000005,7.081928502379887,1.0854062138741907,4.048150581792165,56.37300425331912
669111,John McMillon,CH,17,0.11258278145695365,0.0684931506849315,0.15384615384615385,90.07647058823528,91.9,19.38235294117647,9.647058823529411,5.64332673434186,1.5379134660667397,6.66105841561527,92.7749876341024
806185,Hayden Birdsong,FF,442,0.5261904761904762,0.5011337868480725,0.5538847117794486,94.42307692307696,98.2,16.721040723981886,6.697058823529413,6.4768217955037795,1.15209024778659,6.465996378914336,94.42783856221816
695380,Alex Hoppe,CH,56,0.07026348808030113,0.009433962264150943,0.13941018766756033,89.57321428571427,92.1,3.125,16.35535714285714,5.728010218097844,1.1818801015116467,6.473926211094022,112.49297810349476
573009,Joe Mantiply,CH,116,0.31016042780748665,0.4628099173553719,0.030303030303030304,79.93793103448277,82.0,-3.237931034482757,13.970689655172412,5.187105126765884,3.3522180702769373,6.284217658734387,90.96362057932352
606930,Jacob Barnes,SL,40,0.08213552361396304,0.1070110701107011,0.05092592592592592,85.0675,87.2,1.8649999999999998,-4.385000000000001,5.783485921766239,1.2939500340098022,6.476920864364905,97.67095984889826
518585,Fernando Cruz,SI,9,0.21951219512195122,0.23076923076923078,0.0,91.94444444444444,93.4,12.155555555555557,12.566666666666666,6.143469862451495,2.222891538127887,6.892235287047064,85.2755877122666
681676,Ryan Fernandez,FF,210,0.3448275862068966,0.3391304347826087,0.3522727272727273,96.30238095238097,98.7,16.2847619047619,9.316666666666672,5.836544535283497,1.6516386351946328,6.397361129306039,102.6314457760143
